SKU,Product_Name,Category,Supplier,Stock_Qty,Reorder_Level,Unit_Cost,Warehouse,Last_Restock,Status
SKU-503131,,Home,PrimeSource,ten,81,-250,wh-per ,Feb 30 2025,In Stock
SKU-503132,Product 3133,N/A,123,1O0,26,9999999,WH-BNE,2025/00/12,LOW STOCK 
SKU-503133,Product 3134,Electronics,Metro  Goods,138,94,FREE,WH-SYD,12/02/2026,In Stock
N/A,Product 3135,N/A,PrimeSource,40,24,1069.98,WH-BNE,10 Mar 2024,low
SKU-503135,Product 3136,electronics,Metro Goods,0.5,88,10O.50,WH-ADE,12 Apr 2023,Not Available
12345,Unknown Item,Home,Global Parts,243,125,USD 120,WH-ADE,   ,In Stock
SKU-503137,Product 3138,electronics,Metro Goods,123,N/A,10O.50,WH-ADE,15/09/2025,In Stock
SKU-503138,Product 3139,Software,PrimeSource,1,116,929.19,WH-PER,none,Low Stock
SKU-503139,,Software,Vertex Trading,597,,782.48,WH-MEL,09 May 2025,low
SKU-503140,Product 3141,Software,Nova Wholesale,44,twenty,2282.32,SYD,16 Jul 2022,Low Stock
SKU-503141,Product 3142,Home,Apex Supply,276,50 units,440.37,N/A,12.07.2021,unknown
SKU-503142,Product 3143,Accessories,PrimeSource,193,125,886.23,wh-per ,2025/05/10,In Stock
N/A,???,Unknown,Vertex Trading,772,80,1813.68,WH-BNE,04 Jul 2022,LOW STOCK 
SKU-503144,Product 3145,electronics,Prime Source,886,"1,000",607.5,WH-ADE,30/05/2021,In Stock
SKU-503145,123456,Accessories,Metro Goods,138,,$99.99,Melbourne WH,2021/08/13,In Stock
SKU-503146,Product 3147,Software,,689,19,2137.4,WH-BNE,31/02/2026,In Stock
SKU-503147,Product 3148,Accessories,Apex Supply,784,140,897.97,WH-PER,2025/09/15,In Stock
SKU-503148,Product 3149,Electronics,Vertex Trading,256,N/A,-250,WH-MEL,10-08-2025,In Stock
N/A,Product 3150,Accessories,Nova Wholesale,784,"1,000",2465.27,N/A,NA,In Stock
SKU-503150,Product 3151,Home,Global Parts,446,48,833.27,WH-PER,25.04.2024,In Stock
SKU-503151,Product 3152,Software,Metro Goods,1O0,137,"2 500,00",WH-ADE,2021-11-26,
SKU-503152,Product 3153,Software,Apex Supply,"1,200",121,231.88,Warehouse 1,19 Jan 2022,In Stock
SKU-503153,Product,Office,PrimeSource,-50,78,2256.32,WH-MEL,,In Stock
SKU-503154,123456,Office,Nova Wholesale,406,146,111.02,wh-per ,13/13/26,1
SKU-503155,Product,soft ware,Nova Wholesale,847,87,AUD 500,WH-PER,,In Stock
SKU-503156,product_name,Home,Nova,319,73,2481.37,WH-BNE,23 Apr 2024,In Stock
SKU-503157,Product 3158,Software,Metro Goods,751,44,432.45,Sydney Warehouse,not-a-date,In Stock
SKU-503158,Product 3159,Home,Vertex Trading,348,24,"1,299.50",WH-PER,01/07/2026,In Stock
SKU-503159,Product 3160,Office,Nova Wholesale,,35,FREE,WH-SYD,2025-09-21,
SKU-503160,Product 3161,,Metro Goods,1O0,106,1088.6,WH-SYD,2022-10-04,In Stock
SKU-503161,Product 3162,Unknown, Global Parts,,22,2134.62,WH-SYD,2022-08-22,In Stock
SKU-503162,Product 3163,accessory,unknown,119,130,,wh-per ,05-27-2024,Low Stock
SKU-503163,Product 3164,Software,Vertex Trading,403,36,2427.39,SYD,NULL,In Stock
SKU-503164,Product 3165,Accessories,Metro Goods,812,96,1148.18,WH-PER,2026-02-31,LOW STOCK 
SKU-503165,Product 3166,OFFICE,GlobalParts,NaN,117,2371.81,WH-PER,2025-06-03,Available
SKU-503166,Product 3167,Software,Vertex Trading,N/A,N/A,1380.18,WH-BNE,2023/03/08,In Stock
SKU-503167,Product 3168,Home,Vertex Trading,590,50 units,588.96,WH-SYD,2026-06-09,In Stock
SKU-503168,Product 3169,Software,Nova Wholesale,418,24,1642.29,WH-PER,29 Jan 2026,In Stock
SKU 503169,Product 3170,Electronics,123,260,95,1755.33,Melbourne WH,2026-13-44,In Stock
12345,Product 3171,Office,Global Parts,,150,899.14,WH-SYD,08.01.2025,In Stock
SKU-503171,Product 3172,Accessories,Global Parts,46,108,129.16,N/A,27 Jun 2022,OOS
SKU-503172,Product 3173,Accessories,unknown,-50,139,872.26,WH-BNE,08.03.2025,In Stock
NULL,Product 3174,Accessories,Global Parts,893,15,USD 120,WH-MEL,32 Jan 2025,In Stock
SKU-503174,Product 3175,Software, Nova Wholesale,546,37,,WH-PER,?,In Stock
SKU-503175,Product 3176,Accessories,Metro Goods,ten,NaN,564.14,WH-MEL,25/07/2023,In Stock
SKU-503176,Product 3177,electronics,Apex Supply,1O0,26,1468.53,,08-23-2021,INSTOCK
SKU-503177,Product 3178,Home,PrimeSource,659,44,9999999,unknown,08-10-2024,N/A
SKU-503178,Product,accessory,Nova Wholesale,NaN,51,1573.83,WH-SYD,20 Feb 2025,In Stock
SKU-503179,Product 3180,Office,Nova Wholesale,-1,32,1806.27,WH-BNE,06.05.2021,In Stock
sku-503180,Product 3181,Office,PRIMESOURCE,847,139,$99.99,WH-ADE,30/06/2022,In Stock
SKU-503181,Product 3182,Office,GlobalParts,244,136,571.97,WH-ADE,2021-06-04,Available
12345,Product 3183,Accessories ,Vertex Trading,37,0,723.53,WH-PER,29.06.2024,Low Stock
SKU-503183,Product,Home,Prime Source,999999,47,2348.31,WH-ADE,2023/06/17,In Stock
SKU-503184,Product 3185,N/A,Nova Wholesale,112,twenty,1549.28,WH-SYD,01-16-2022,In Stock
sku-503185,Product 3186,office supplies,Metro Goods,238,66,,WH-PER,2022/11/06,In Stock
SKU-503186,Product 3187,Electronics,Global Parts,253,39,2377.41,SYD,unknown,In Stock
SKU-503187,product_name,Office,PrimeSource,"1,200",NaN,2482.15,WH-PER,2025/00/12,Available
SKU-503188,Product 3189,Electronics,GlobalParts,9,45,39.6,wh-per ,08.05.2025,Low Stock
SKU-503189,product_name,Office,PrimeSource,629,72,1169.72,ADE,08/08/2023,In Stock
SKU-503190,Product 3191,Electronics,N/A,500 units,90,2347.91,Sydney Warehouse,2024-09-25,In Stock
SKU-503191,Product 3192,Home & Living,Metro Goods,NaN,50 units,2265.08,WH-BNE,27 Dec 2021,In Stock
SKU-503192,Product 3193,Electronics,123,44,72,37.86,WH-SYD,04-21-2024,Low Stock
SKU-503193,Product 3194,Software,PrimeSource,407,97,402.98,WH-MEL,-,In Stock
SKU-503194,Product 3195,Accessories,Nova Wholesale,500 units,121,558.5,WH-BNE,2025/12/27,In Stock
SKU-503195,Product 3196,Accessories,123,726,57,N/A,WH-BNE,2025/01/27,In Stock
SKU-502902,Product 2903,Software,Prime Source,425,81,1656.89,WH-SYD,09 Sep 2022,In Stock
SKU-503197,123456,Electronics,Nova Wholesale,478,74,"1,299.50",wh-per ,Feb 30 2025,In Stock
SKU-503198,Product 3199,Software,Nova,67,102,968.2,Sydney Warehouse,32 Jan 2025,Low Stock
SKU-503199,???,Office,Global Parts,229,97,267.45,WH-MEL,06.10.2024,In Stock
SKU-503200,Product 3201,Home,Vertex Trading,NaN,66,2154.59,WH-PER,19.05.2025,In Stock
SKU-503201,Product 3202,N/A,unknown,229,1O,1661.53,WH-SYD,2026/08/31,N/A
SKU-501524,Product 1525,Office,Apex Supply,109,0,9999999,WH-ADE,2021-11-28,0
SKU-503203,Unknown Item,Electronics,Vertex Trading,653,35,USD 120,WH-BNE,20/03/2024,In Stock
SKU-503204,123456,Office,Metro Goods ,779,"1,000",392.15,unknown,2025/04/22,In Stock
sku-503205,,Software,Apex Supply,ten,121,2349.43,WH-SYD,2021/01/27,In Stock
SKU-503206,Product 3207,Software,PrimeSource,167,135,1814.22,N/A,2022/03/10,In Stock
SKU-503207,Product 3208,Accessories,Global Parts,0.5,1O,1723.68,WH-BNE,09-10-2021,Low Stock
SKU-????,Product 3209,Unknown,Nova Wholesale,183,1O,FREE,unknown,2025-04-04,In Stock
SKU-503209,Product 3210,Electronics,PrimeSource,,27,"1.299,50",WH-SYD,02/05/2024,In Stock
SKU-503210,Product 3211,Office,GlobalParts,247,23,2247.7,wh-per ,03 Nov 2025,In Stock
SKU-501211,Product 1212,Accessories,Metro Goods,-1,27,1021.19,WH-BNE,99-99-9999,Low Stock
SKU-500148,Product 149,Home & Living,Nova Wholesale,NaN,"1,000",2470.71,WH-MEL,25/07/2026,Low Stock
SKU-503213,Product 3214,soft ware,Vertex Trading,N/A,twenty,9999999,WH-BNE,not-a-date,In Stock
12345,Product 3215,Home,Apex Supply,419,94,1493.36,WH-BNE,31 Jan 2024,In Stock
SKU-503215,Product 3216,Software,Vertex Trading,87,130,2422.5,ADE,29/05/2024,in stock
SKU-503216,Product 3217,Electronics,Apex Supply,,114,2451.48,Melbourne WH,NULL,INSTOCK
SKU-503217,Product 3218,Accessories,Nova Wholesale,138,130,10O.50,Warehouse 1,07 Sep 2022,In Stock
SKU-503218,Product 3219,Electronics,Global Parts,415,0,530.88,WH-MEL,23.03.2021,In Stock
sku-503219,???,Software,Apex Supply,188,96,184.05,Sydney Warehouse,2026-02-31,In Stock
SKU-503220,Product 3221,Home & Living,N/A,"1,200",148,AUD 500,WH-SYD,2021/03/14,OOS
SKU-????,Product 3222,Office,Global Parts,869,78,2213.13,WH-BNE,02.06.2023,N/A
SKU 503222,Product 3223,Office,GlobalParts,125,35,1936.51,WH-BNE,24/08/2024,OOS
SKU-503223,product_name,Electronics,Vertex Trading,847,111,1397.96,WH-BNE,01/12/2021,In Stock
SKU-503224,,Office,Global Parts,355,56,2305.29,WH-ADE,2024/06/06,In Stock
SKU-503225,Product 3226,Software,PrimeSource,463,97,-250,WH-SYD,NULL,Available
SKU 503226,Product 3227,office supplies,Nova Wholesale,574,124,1044.59,WH-ADE,2026-02-31,unknown
SKU-503227,Product 3228,Accessories ,Prime Source,208,N/A,$99.99,WH-MEL,03-16-2026,In Stock
SKU-503228, Product 3229,Home,Vertex Trading,12,80,2490.35,WH-PER,2022-08-16,Low Stock
SKU-503229,,OFFICE,Vertex Trading,544,58,1155.32,WH-ADE,31.05.2023,In Stock
SKU-503230,Product 3231,,Global Parts,586,70,2329.11,WH-PER,2024/05/19,In Stock
SKU-503231,Product 3232,soft ware,Vertex Trading,-1,112,447.19,WH-ADE,unknown,In Stock
SKU-503232,Product 3233,OFFICE,Prime Source,132,"1,000",412.35,WH-BNE,08-22-2022,In Stock
SKU-503233,Product 3234,Accessories,Metro Goods,590,24,AUD 500,WH-ADE,2025/07/10,In Stock
SKU-503234,Product 3235,Home,N/A,528,75,582.88,WH-MEL,2025-08-30,LOW STOCK 
SKU-503235,Product 3236,Office,Apex Supply,427,80,FREE,WH-bne,missing,In Stock
SKU-503236,Unknown Item,Home & Living,Nova Wholesale,566,147,2240.45,WH-SYD,2021/11/09,In Stock
SKU-503237,Product 3238,office supplies,Nova Wholesale,115,128,9999999,Sydney Warehouse,2023/09/05,N/A
SKU-503238,Product 3239,Electronics,Nova,306,NaN,1585.53,WH-ADE,19.04.2025,In Stock
SKU-503239,Product 3240,Office,Global Parts,536,55,FREE,WH-PER,2025/00/12,In Stock
SKU-503240,Product 3241,Home,PrimeSource,148,50,$99.99,WH-SYD,,In Stock
SKU-503241,Product 3242,Home,Nova Wholesale,100,138,1165.28,WH-MEL,15/01/2025,Low Stock
SKU-503242,Product 3243,Accessories,PrimeSource,-1,30,1874.26,WH-BNE,05 Oct 2022,In Stock
SKU-503243,Product 3244,N/A,Nova Wholesale,807,105,1600.88,WH-bne, ,In Stock
SKU-503244,Product 3245,Office,Nova Wholesale,31,0,356.83,WH-ADE,09/06/2025,
SKU-503245,Product 3246,Office,Nova Wholesale,122,NaN,2152.92,WH-PER,27.05.2023,1
SKU-503246,Product 3247,Office,Metro Goods,793,137,1446.58,WH-BNE,unknown,INSTOCK
SKU-503247,Product 3248,soft ware,Apex Supply,350,41,10O.50,WH-SYD,2022/05/26,
SKU-503248,Product 3249,accessory,PrimeSource,999999,95,1289.07,WH-BNE,30 Nov 2023,Low Stock
SKU-????,Product,N/A,PrimeSource,"1,200",50,1174.02,WH-BNE, ,In Stock
SKU-503250,Product 3251,soft ware,Apex,68,9999,21.29,WH-ADE,2025-12-30,N/A
SKU 503251,Product 3252,Home,,694,140,508.94,WH-PER,04-24-2023,outofstock
SKU-503252,,Home & Living,Metro Goods,22,64,326.37,WH-MEL,2026/06/04,Low Stock
SKU 503253,Product 3254,Electronics,PrimeSource,10,25,863.07,Sydney Warehouse,32 Jan 2025,Low Stock
SKU-503254,Product 3255,Office,Metro Goods,261,77,2059.3,WH-PER,12-10-2024,In Stock
SKU-????,Product 3256,office supplies,PrimeSource,530,66,"2 500,00",WH-BNE,31.07.2024,In Stock
SKU 503256,Product 3257,Office,unknown,154,-10,,WH-PER,00/00/0000,In Stock
SKU-503257,Product 3258,Office,Vertex Trading,71,82,715.4,WH-BNE,2023-08-29,INSTOCK
SKU-503258,Product 3259,Unknown,Nova Wholesale,710,"1,000",,WH-ADE,03-03-2021,0
SKU-503259,Product 3260,ELECTRONICS ,Metro Goods,218,9999,AUD 500,WH-SYD,   ,In Stock
SKU-503260,Product 3261,Home,Metro Goods,221,-10,,WH-BNE,07/08/2021,In Stock
SKU-503261,Unknown Item,Electronics,unknown,463,NaN,-250,WH-PER,11 May 2021,In Stock
SKU-503262,???,Accessories,Apex,224,NaN,1935.8,WH-BNE,26 Dec 2021,In Stock
SKU-503263,Unknown Item,Accessories ,Apex Supply,NaN,NaN,10O.50,WH-ADE,09-01-2025,unknown
SKU-503264,Unknown Item,Accessories,Vertex Trading,1O0,50 units,USD 120,WH-ADE,unknown,Not Available
SKU-503265,,Home,Vertex Trading,765,52,USD 120,WH-MEL,31/02/2026,In Stock
N/A,  Product 3267  ,Electronics,unknown,1O0,9999,8.07,WH-ADE,04-17-2023,in stock
SKU-503267,Product 3268,Accessories,Vertex Trading,317,149,9999999,WH-SYD,N/A,In Stock
SKU-503268,Product 3269,Software,Vertex Trading,552,37,34.97,WH-PER,15 Nov 2024,In Stock
SKU-????,Product 3270,ELECTRONICS ,N/A,326,111,9999999,WH-SYD,04/02/2022,in stock
SKU-503270,Product 3271,Accessories,PrimeSource,336,0,2030.93,,2021/02/06,In Stock
SKU-503271,Product 3272,Office,Nova Wholesale,3,0,10O.50,WH-SYD,09-19-2023,in stock
SKU-503272,Product 3273,Accessories,PrimeSource,837,68,2138.03,ADE,2024-07-05,In Stock
SKU-503273,product_name,Electronics,Nova Wholesale,685,132,1512.08,WH-MEL,2021/01/27,In Stock
SKU-503274,Product 3275,Software,Metro Goods,885,N/A,291.48,WH-BNE,Feb 30 2025,low
SKU-503275,Unknown Item,Software,Global Parts,479,140,760.04,WH-ADE,06/09/2022,In Stock
SKU-503276,Product 3277,Home,Apex Supply,469,142,411.6,WH-BNE,29 May 2023,In Stock
SKU-503277,Product 3278,Accessories,Metro Goods,-1,27,2266.68,WH-SYD,2021-04-16,Low Stock
SKU-500456,product_name,Office,Nova Wholesale,1O0,0,416.08,WH-MEL,05/12/2025,low
SKU-503279,Product 3280,Home,N/A,509,16,659.79,WH-PER,02 Dec 2023,
SKU-503280,Product 3281,Home,Apex,ten,74,2216.53,WH-PER,2026-02-02,In Stock
SKU-503281,,Electronics,unknown,"1,200",46,9999999,WH-ADE,05-20-2023,In Stock
SKU-503282,Product 3283,Electronics,Apex Supply,ten,51,AUD 500,WH-MEL,NA,In Stock
SKU-503283,,electronics,PrimeSource,746,42,1372.62,WH-BNE,2025/00/12,Available
SKU-503284,Product 3285,Home,Metro Goods,83,80,FREE,WH-PER,23/04/2026,In Stock
SKU-503285,Product 3286,soft ware,Global  Parts,9,101,2479.43,WH-ADE,2026-08-18,Low Stock
SKU-503286,Product 3287,Accessories,PrimeSource,"1,200",19,2013.01,unknown,24 Jul 2021,In Stock
SKU 503287,123456,Office,Apex Supply,999999,twenty,1868.33,unknown,04-02-2022,in stock
SKU-503288,Product 3289,Electronics,Apex,1O0,43,1434.68,,2025/00/12,1
NULL,Product 3290,Office,Global Parts,465,143,1065.82,WH-bne,11.07.2026,0
SKU-503060,product 3291,Electronics,Vertex Trading,1O0,100,,WH-ADE,28/11/2022,N/A
SKU-503291,Product 3292,Home,PrimeSource,260,,2061.78,WH-MEL,10-03-2024,Available
NULL,Product 3293,Home,Apex Supply,727,63,2142.42,WH-PER,05-03-2021,In Stock
SKU-503293,Product 3294,Software,Global Parts,665,44,364.28,Sydney Warehouse,N/A,In Stock
SKU-503294,Product 3295,Office,PrimeSource,458,140,375.25,WH-MEL,21/12/2024,In Stock
SKU-503295,Product 3296,Electronics,Nova Wholesale,589,94,375.73,Warehouse 1,14 Feb 2021,OOS
12345,Product 3297,Electronics,Metro Goods,198,66,1649.9,Warehouse 1,2023-09-12,unknown
SKU-503297,Product 3298,,PrimeSource,N/A,60,2329.72,WH-SYD,99-99-9999,Available
SKU-????,Product 3299,Home,Vertex Trading,588,29,61.08,WH-ADE,2023/01/18,In Stock
SKU-503299,Product 3300,Electronics,Nova Wholesale,842,56,9999999,WH-ADE,2023/05/03,In Stock
SKU-503300,Product 3301,,Nova Wholesale,762,109,N/A,WH-bne,08-28-2026,In Stock
SKU-503301,Unknown Item,Electronics,Nova Wholesale,377,118,FREE,WH-BNE,24.06.2024,unknown
SKU-503302,N/A,Accessories,Vertex Trading,-1,67,39.73,WH-MEL,2025/00/12,LOW STOCK 
SKU-503303,Product 3304,Home,Nova Wholesale,162,44,2350.67,WH-PER,12-19-2025,In Stock
SKU-503304,Product 3305,Accessories ,Vertex Trading,213,73,-250,WH-BNE,23 Jan 2024,In Stock
SKU-503305,Product 3306,Home,Apex Supply,760,-10,2490.03,Warehouse 1,08-22-2023,In Stock
SKU-503306,123456,,Metro Goods,0.5,95,1941.57,WH-BNE,2023/02/02,In Stock
SKU-503307,123456,Unknown,Metro Goods,NaN,26,134.16,WH-MEL,2021-08-20,In Stock
SKU-503308,Product 3309,Accessories ,Global Parts,-50,70,-250,WH-ADE,15 Dec 2021,OOS
sku-503309,Product 3310,Home,Nova Wholesale,,"1,000",164.26,WH-BNE,32 Jan 2025,unknown
12345,Product 3311,N/A,Global Parts,430,91,233.92,WH-ADE,14.01.2022,In Stock
SKU-503311,Product 3312,Electronics,Metro Goods,284,57,AUD 500,WH-ADE,16/08/2023,
SKU-503312,Product 3313,Accessories ,Nova Wholesale,257,76,,WH-SYD,unknown,In Stock
SKU-503313,Product 3314,Office,unknown,855,68,AUD 500,unknown,04-01-2022,In Stock
SKU-500826,Product 827,Software,Vertex Trading,284,50 units,2439.35,unknown,2025-05-06,unknown
SKU-503315,Product,Software,PrimeSource,236,65,1655.91,WH-BNE,2025-10-09,In Stock
SKU-503316,Unknown Item,Electronics,Apex Supply,683,1O,AUD 500,WH-MEL,2024/04/02,In Stock
SKU-????,Product 3318,Accessories,Apex Supply,558,,AUD 500,Melbourne WH,NA,In Stock
SKU-503318,Product 3319,Software,Nova Wholesale,1O0,61,1387.55,WH-BNE,16.03.2024,In Stock
SKU-????,product_name,Electronics,metro goods,398,NaN,AUD 500,WH-ADE,Feb 30 2025,
SKU-503320,,office supplies,N/A,1O0,121,1250.38,WH-PER,2024/01/27,
SKU-503321,Product 3322,Office,Apex Supply,340,123,"1.299,50",WH-ADE,06 Feb 2021,
sku-503322,Product 3323,Software,PrimeSource,26,54,1325.73,WH-BNE,17 Sep 2022,Low Stock
SKU-503323,123456,Home,Metro Goods,378,110,1521.43,WH-SYD,2023/10/17,In Stock
NULL,Product  3325,electronic,GlobalParts,124,108,2375.32,WH-ADE,01/01/2023,In Stock
SKU-503325,Product 3326,Home,PrimeSource,N/A,96,157.96,Melbourne WH,32 Jan 2025,OOS
SKU-503326,Product 3327,Home,Nova Wholesale,338,124,1216.12,WH-SYD,2025-11-18,In Stock
SKU-503327,Unknown Item,Software,Apex Supply,512,54,1021.5,WH-BNE,32 Jan 2025,In Stock
SKU-503328,Product 3329,electronics,Apex  Supply,459,27,USD 120,WH-BNE,2025-04-15,0
SKU-503329,???,OFFICE,Vertex Trading,204,23,"1,299.50",WH-BNE,13/13/26,Available
SKU-????,Product 3331,Accessories ,Nova Wholesale,751,126,633.99,WH-SYD,2025/00/12,In Stock
SKU-503331,product_name,Office,PrimeSource,61,78,2304.38,WH-ADE,04-02-2023,Low Stock
SKU-????,???,electronics,Nova Wholesale,500 units,137,-250,WH-PER,2021-04-06,in stock
SKU-503333,Product 3334,Home,PrimeSource,NaN,75,755.03,WH-PER,23/11/2023,In Stock
SKU-503334,,Electronics,Apex Supply,604,57,116.65,WH-ADE,31 Mar 2024,outofstock
N/A,product_name,Accessories,Prime Source,-1,twenty,1047.1,WH-ADE,30/01/2021,OOS
SKU-503336,Product 3337,soft ware,Apex Supply,-1,111,1978.78,WH-BNE,unknown,In Stock
SKU-503337,Product 3338,Electronics,PrimeSource,,39,AUD 500,WH-bne,10-17-2025,In Stock
sku-503338,Product 3339,Electronics,Vertex Trading,111,67,1124.55,WH-SYD,2026-02-31,In Stock
SKU-503339,Product 3340,Home,Apex Supply,999999,123,1873.98,Melbourne WH,2026-02-31,0
SKU-503340,Product 3341,Office,Apex Supply,674,25,147.12,N/A,09.12.2021,in stock
SKU-503341,Product 3342,ELECTRONICS ,123,888,37,10O.50,WH-ADE,11 Jun 2024,In Stock
SKU-????,,ELECTRONICS ,Apex Supply,186,85,1185.1,wh-per ,32 Jan 2025,In Stock
NULL,Product 3344,Software,123,798,1O,"1,299.50",ADE,2023/05/04,In Stock
SKU-503344,Product 3345,Home,Apex Supply,248,93,1879.71,WH-BNE,N/A,In Stock
SKU-503345,Product 3346,Electronics,apex supply,544,0,1035.46,WH-BNE,25/08/2026,In Stock
sku-503346,Product 3347,N/A,Vertex Trading,"1,200",25,1933.09,unknown,null,1
SKU-????,Product 3348 ,electronic,,670,73,USD 120,WH-MEL,11-26-2022,Not Available
N/A,123456,Electronics,Vertex Trading,112,109,"2 500,00",WH-SYD,05-09-2025,In Stock
SKU-503349,N/A,Software,Metro Goods,241,68,1205.41,WH-BNE,02.01.2021,In Stock
SKU-503350,Product 3351,N/A,Vertex Trading,581,70,1269.46,WH-PER,06.12.2021,In Stock
SKU-503351,123456,Unknown,PrimeSource,223,128,1335.0,WH-PER,not-a-date,In Stock
SKU-503352,Product 3353,Accessories,Metro Goods,642,136,749.27,WH-SYD,,In Stock
SKU-503353,Product 3354,Electronics,Metro Goods,293,120,1739.45,WH-SYD,2021-04-24,In Stock
SKU-503354,Product 3355,Home,Vertex Trading,609,-10,AUD 500,SYD,21 Mar 2025,In Stock
SKU-503355,123456,soft ware,Metro Goods,682,65,1551.7,WH-MEL,2025/00/12,INSTOCK
SKU-503356,123456,Accessories,Nova,NaN,50 units,AUD 500,WH-MEL,05/05/2026,1
SKU-503357,Product 3358,Home,Apex Supply,623,23,2284.95,WH-SYD,07.12.2023,Available
SKU-503358,Product 3359,Accessories,Prime Source,-1,NaN,650.48,WH-ADE,2026-05-20,OOS
SKU-503359,Product 3360,Electronics,Nova Wholesale,593,71,9999999,WH-BNE,32 Jan 2025,Not Available
SKU-503360,product_name,Office,Nova Wholesale,770,N/A,393.11,WH-bne,24/07/2024,In Stock
NULL,Product 3362,Home,Nova Wholesale,779,97,USD 120,WH-MEL,04.05.2022,In Stock
SKU-503362,Product 3363,accessory,Apex Supply,NaN,113,1876.23,Melbourne WH,09/01/2023,In Stock
,Product 3364,Accessories,Metro Goods,642,41,590.65,Melbourne WH,missing,Available
SKU-503364,Product 3365,Home,Apex,296,52,1018.79,WH-BNE,31/02/2026,
SKU-503365,Product 3366,Office,Prime Source,780,69,2201.43,WH-MEL,2025/12/29,In Stock
SKU-503366,Product 3367,Office,PrimeSource,"1,200",150,1973.1,WH-SYD,02.08.2021,In Stock
SKU-503367,Product 3368,Software,Vertex Trading,523,126,,WH-PER,15 Aug 2023,Available
sku-503368,Product 3369,Software,Nova Wholesale,310,134,1719.49,WH-ADE,01-20-2023,LOW STOCK 
SKU-503369,Product 3370,soft ware,Metro Goods,588,1O,825.41,WH-PER,,In Stock
N/A,Unknown Item,Accessories ,Vertex Trading,669,0,2278.73,WH-ADE,07.10.2021,In Stock
NULL,Product 3372,Software,  Nova Wholesale  ,131,30,796.19,WH-MEL,28 Mar 2022,In Stock
SKU-503372,Product 3373,Accessories,N/A,253,124,AUD 500,WH-ADE,2022/09/02,Not Available
SKU 503373,Product 3374 ,soft ware,Nova,412,115,AUD 500,WH-PER,2024/05/31,In Stock
SKU-503374,???,Accessories,N/A,,109,1648.79,,2025/00/12,Not Available
SKU-503375,product_name,soft ware,Global Parts,685,1O,2059.73,Warehouse 1,16/01/2025,N/A
12345,Product 3377,soft ware,Apex Supply,623,53,"1,299.50",WH-BNE,21.10.2024,In Stock
SKU-503377,Product 3378,Accessories,Nova Wholesale,,127,2457.38,WH-BNE,09-02-2024,In Stock
SKU-503378,Product 3379,office supplies,Metro Goods,714,50 units,1249.65,WH-SYD,23 Sep 2021,In Stock
SKU-503379,Product 3380,ELECTRONICS ,Vertex Trading,827,34,1260.08,Warehouse 1,31 Jul 2021,In Stock
SKU-503380,Product 3381,Software,Nova Wholesale,377,86,-250,WH-SYD,2025/06/07,In Stock
SKU-503381,Product 3382,Electronics,GlobalParts,999999,"1,000",1415.94,WH-MEL,N/A,Low Stock
NULL,Product 3383,ELECTRONICS ,Nova Wholesale,30,"1,000",526.06,WH-PER,2022/12/15,Low Stock
SKU-503383,Product 3384,Home,Nova,371,50 units,59.95,WH-BNE,12 Feb 2024,In Stock
SKU-503384,???,soft ware,Prime Source,638,38,1862.46,WH-ADE,26.04.2023,In Stock
NULL,Product 3386,Electronics,Nova Wholesale,469,twenty,AUD 500,WH-ADE,2024/01/14,1
SKU-503386,Product 3387,electronic,Nova Wholesale,165,42,-250,WH-BNE,03-11-2022,1
